x,y,
1060.3337,1275.6666,
1045.5527,1283.3745000000001,
1030.7806,1291.0778,
1015.9996000000001,1298.7857000000001,
1001.2187000000001,1306.4936000000002,
986.4465400000001,1314.1969000000001,
971.6656000000002,1321.9048000000003,
956.8846500000002,1329.6127000000004,
942.1124900000002,1337.3160000000003,
927.3315400000002,1345.0239000000004,
912.5506000000003,1352.7318000000005,
897.7785200000003,1360.4351000000004,
882.9974900000003,1368.1430000000005,
868.2165500000003,1375.8509000000006,
853.4444600000003,1383.5542000000005,
838.6634400000003,1391.2621000000006,
823.8825000000003,1398.9700000000007,
809.1015600000003,1406.6779000000008,
794.3293900000003,1414.3812000000007,
779.5484500000003,1422.0891000000008,
749.9957700000003,1437.4986000000008,
766.5117700000003,1435.3122000000008,
783.0375600000003,1433.1245000000008,
799.5633500000004,1430.9368000000009,
816.0793500000003,1428.7505000000008,
832.6051400000003,1426.5628000000008,
849.1309300000004,1424.3751000000009,
865.6568200000004,1422.187500000001,
882.1727200000004,1420.0011000000009,
898.6985100000004,1417.813400000001,
915.2244000000004,1415.625700000001,
931.7403000000004,1413.439400000001,
948.2660900000004,1411.251700000001,
964.7918900000004,1409.064100000001,
981.3078800000004,1406.877700000001,
997.8336700000004,1404.690000000001,
1014.3595000000005,1402.502400000001,
1030.8755000000006,1400.316000000001,
1047.4013000000004,1398.128300000001,
1063.9271000000003,1395.940600000001,
1080.4429000000002,1393.754300000001,
1096.9688000000003,1391.566600000001,
1113.4946000000002,1389.378900000001,
1130.0105000000003,1387.192600000001,
1146.5364000000004,1385.004900000001,
1163.0622000000003,1382.817200000001,
1179.5781000000004,1380.630900000001,
1196.1040000000005,1378.443200000001,
1212.6298000000004,1376.2555000000011,
1229.1457000000005,1374.069200000001,
1245.6716000000006,1371.881500000001,
1262.1974000000005,1369.6938000000011,
1278.7133000000006,1367.507500000001,
1295.2391000000005,1365.3198000000011,
1311.7650000000006,1363.1321000000012,
1328.2808000000005,1360.9457000000011,
1344.8066000000003,1358.7581000000011,
1361.3325000000004,1356.5704000000012,
1377.8583000000003,1354.3827000000013,
1394.3742000000004,1352.1964000000012,
1410.9001000000005,1350.0087000000012,
1427.4259000000004,1347.8210000000013,
1443.9418000000005,1345.6347000000012,
1450.8708000000006,2078.806100000001,
1438.5797000000007,2067.559600000001,
1426.2812000000006,2056.306300000001,
1413.9828000000007,2045.053000000001,
1401.6917000000008,2033.806400000001,
1389.3932000000007,2022.553100000001,
1377.0948000000008,2011.299800000001,
1364.8037000000008,2000.053200000001,
1352.5052000000007,1988.799900000001,
1340.2068000000008,1977.5466000000008,
1327.915700000001,1966.3000000000009,
1315.6172000000008,1955.0467000000008,
1303.318800000001,1943.7934000000007,
1291.027800000001,1932.5469000000007,
1278.7293000000009,1921.2936000000007,
1266.4308000000008,1910.0402000000006,
1254.1398000000008,1898.7937000000006,
1241.841400000001,1887.5404000000005,
1229.5428000000009,1876.2870000000005,
1217.251800000001,1865.0405000000005,
1204.953400000001,1853.7872000000004,
1192.654900000001,1842.5339000000004,
1180.3564000000008,1831.2806000000003,
1168.0654000000009,1820.0340000000003,
1155.7669000000008,1808.7807000000003,
1143.4685000000009,1797.5274000000002,
1131.177400000001,1786.2808000000002,
1118.879000000001,1775.0275000000001,
1106.580500000001,1763.7742,
1094.289400000001,1752.5277,
1081.9910000000011,1741.2744,
1069.692500000001,1730.021,
1057.401400000001,1718.7745,
1045.1030000000012,1707.5212,
1032.804500000001,1696.2677999999999,
1020.5134000000011,1685.0212999999999,
1008.215000000001,1673.7679999999998,
995.916510000001,1662.5146999999997,
983.625450000001,1651.2680999999998,
971.3270300000011,1640.0147999999997,
959.028600000001,1628.7614999999996,
946.737460000001,1617.5148999999997,
934.439040000001,1606.2615999999996,
922.140620000001,1595.0082999999995,
909.849480000001,1583.7616999999996,
897.5510500000009,1572.5083999999995,
885.252630000001,1561.2551999999994,
872.961570000001,1550.0085999999994,
860.663070000001,1538.7552999999994,
848.364650000001,1527.5019999999993,
836.073590000001,1516.2553999999993,
823.775080000001,1505.0020999999992,
811.4766600000011,1493.7487999999992,
799.1782400000011,1482.495499999999,
786.887100000001,1471.2488999999991,
774.588670000001,1459.995599999999,
762.290250000001,1448.742299999999,
762.778190000001,1468.279399999999,
769.168500000001,1483.675899999999,
775.555030000001,1499.0631999999991,
781.945340000001,1514.4596999999992,
788.335650000001,1529.8561999999993,
794.726010000001,1545.2527999999993,
801.112500000001,1560.6399999999992,
807.502810000001,1576.0364999999993,
813.893170000001,1591.4330999999993,
820.279660000001,1606.8202999999992,
826.669970000001,1622.2167999999992,
833.060280000001,1637.6132999999993,
839.4468100000009,1653.0006999999994,
845.8371200000009,1668.3970999999995,
852.2274300000009,1683.7935999999995,
858.6139700000009,1699.1809999999996,
865.0042800000009,1714.5773999999997,
871.3945900000009,1729.9738999999997,
877.7810800000009,1745.3611999999998,
884.1714400000009,1760.7577999999999,
890.5617500000009,1776.1542,
896.9482400000009,1791.5415,
903.3386000000008,1806.9381,
909.7289100000008,1822.3346000000001,
916.1153900000008,1837.7218,
922.5057500000008,1853.1184,
928.8960600000008,1868.5149000000001,
935.2825500000008,1883.9021,
941.6729100000008,1899.2987,
948.0632200000008,1914.6952,
954.4497100000008,1930.0824,
960.8400200000008,1945.4789,
967.2303800000008,1960.8755,
973.6168600000008,1976.2627,
980.0071700000008,1991.6592,
986.3975300000008,2007.0558,
992.7878400000008,2022.4523000000002,
999.1743300000007,2037.8395,
1005.5647000000007,2053.2361,
1011.9550000000007,2068.6326,
1018.3415000000007,2084.0198,
1024.7319000000007,2099.4164,
1031.1222000000007,2114.8129,
1037.5087000000008,2130.2001999999998,
1043.8990000000008,2145.5966,
1050.2893000000008,2160.9932,
1056.675800000001,2176.3804999999998,
1063.066100000001,2191.7769,
1069.456500000001,2207.1735,
1075.843000000001,2222.5607999999997,
1082.233300000001,2237.9572999999996,
1088.623600000001,2253.3537999999994,
1095.010100000001,2268.7410999999993,
1101.4004000000011,2284.137599999999,
1107.7908000000011,2299.534099999999,
1114.1773000000012,2314.921399999999,
1120.5676000000012,2330.3178999999986,
1126.9579000000012,2345.7143999999985,
1133.3444000000013,2361.1016999999983,
1139.7348000000013,2376.498199999998,
1146.1212000000014,2391.8853999999983,
1152.5116000000014,2407.2819999999983,
1158.9019000000014,2422.678499999998,
1165.2922000000015,2438.074999999998,
1171.6787000000015,2453.462199999998,
1178.0691000000015,2468.858799999998,
1184.4556000000016,2484.246099999998,
1190.8459000000016,2499.642499999998,
1197.2362000000016,2515.039099999998,
1203.6227000000017,2530.426399999998,
1210.0130000000017,2545.822899999998,
1216.4034000000017,2561.2193999999977,
1222.7899000000018,2576.6066999999975,
1229.1802000000018,2592.0031999999974,
1235.5705000000019,2607.399699999997,
1241.957000000002,2622.786999999997,
1248.347300000002,2638.183499999997,
1254.737600000002,2653.5799999999967,
1261.124200000002,2668.9672999999966,
1267.514500000002,2684.3637999999964,
1273.904800000002,2699.7602999999963,
1280.2913000000021,2715.147599999996,
1286.6816000000022,2730.544099999996,
1293.0720000000022,2745.940599999996,
1299.4584000000023,2761.327799999996,
1305.8488000000023,2776.724399999996,
1312.2391000000023,2792.120899999996,
1318.6256000000024,2807.508099999996,
1325.0163000000023,2822.905599999996,
1331.4055000000023,2838.299299999996,
1337.7947000000024,2853.693099999996,
1344.1835000000024,2869.0859999999957,
1350.5727000000024,2884.4795999999956,
1356.9619000000025,2899.8733999999954,
1363.3510000000026,2915.2670999999955,
1369.7398000000026,2930.6599999999953,
1376.1286000000025,2946.0527999999954,
1382.5174000000025,2961.4455999999955,
1388.9066000000025,2976.8392999999955,
1395.2958000000026,2992.2330999999954,
1401.6845000000026,3007.6258999999955,
1408.0737000000026,3023.0195999999955,
1414.4625000000026,3038.4124999999954,
1420.8517000000027,3053.806299999995,
1427.2405000000026,3069.1988999999953,
1433.6297000000027,3084.592699999995,
1440.0185000000026,3099.985499999995,
1446.4076000000027,3115.3791999999953,
1452.7968000000028,3130.772999999995,
501.1856600000028,3337.9434999999953,
503.3493400000028,3321.417599999995,
505.5130200000028,3304.8915999999954,
507.6767000000028,3288.3655999999955,
509.8402500000028,3271.8406999999956,
512.0038000000028,3255.3156999999956,
514.1674800000028,3238.7896999999957,
516.3311600000028,3222.2637999999956,
518.4947100000028,3205.7387999999955,
520.6583900000028,3189.2127999999957,
522.8219200000028,3172.6879999999956,
524.9856000000028,3156.1619999999957,
527.1491600000028,3139.6369999999956,
529.3128400000028,3123.110999999996,
531.4763900000028,3106.586099999996,
533.6400700000028,3090.060099999996,
535.8037500000028,3073.534099999996,
537.9673000000028,3057.0091999999963,
540.1308500000027,3040.4841999999962,
542.2944000000027,3023.959199999996,
544.4580800000027,3007.433299999996,
546.6217600000027,2990.907299999996,
548.7854400000027,2974.381399999996,
550.9489900000027,2957.856399999996,
553.1126700000027,2941.330399999996,
555.2763500000027,2924.804499999996,
557.4405500000028,2908.274499999996,
559.6033200000028,2891.755499999996,
561.7673900000028,2875.2265999999963,
563.9314600000029,2858.6975999999963,
566.0942300000029,2842.1785999999965,
568.2583000000029,2825.6496999999968,
570.422370000003,2809.120799999997,
572.585140000003,2792.601699999997,
574.749210000003,2776.072799999997,
576.913280000003,2759.5438999999974,
579.0760500000031,2743.0247999999974,
581.2401200000031,2726.4958999999976,
583.4041900000032,2709.966999999998,
585.5669600000032,2693.447999999998,
587.7310300000032,2676.918999999998,
589.8951000000033,2660.3900999999983,
592.0578700000033,2643.8710999999985,
594.2219400000033,2627.3420999999985,
596.3860100000034,2610.8131999999987,
598.5487800000034,2594.294199999999,
600.7128500000034,2577.765199999999,
602.8769200000035,2561.236299999999,
605.0396900000035,2544.7172999999993,
607.2037600000035,2528.1882999999993,
609.3665300000035,2511.6692999999996,
611.5306000000036,2495.1403999999998,
613.6946700000036,2478.6115,
615.8587400000036,2462.0825,
618.0215100000037,2445.5635,
620.1855800000037,2429.0346000000004,
622.3483500000037,2412.5155000000004,
624.5124200000038,2395.9866000000006,
626.6764900000038,2379.457700000001,
628.8392600000038,2362.938700000001,
631.0033300000039,2346.409700000001,
633.1674000000039,2329.8808000000013,
635.3301700000039,2313.3618000000015,
637.494240000004,2296.8328000000015,
639.658310000004,2280.3039000000017,
641.821090000004,2263.784900000002,
643.985150000004,2247.255900000002,
646.149220000004,2230.727000000002,
648.311990000004,2214.2080000000024,
650.476060000004,2197.6790000000024,
652.6401300000041,2181.1501000000026,
654.8029000000041,2164.631100000003,
656.9669700000042,2148.102200000003,
659.1310400000042,2131.573200000003,
661.2938100000042,2115.054200000003,
663.4578800000043,2098.5253000000034,
665.6219500000043,2081.9963000000034,
667.7847200000043,2065.4773000000037,
669.9487900000044,2048.948400000004,
672.1128600000044,2032.4194000000039,
674.2769300000044,2015.8905000000038,
676.4397000000044,1999.3715000000038,
678.6037700000045,1982.8425000000038,
680.7678400000045,1966.3136000000038,
682.9306100000045,1949.7946000000038,
685.0946800000046,1933.2657000000038,
687.2587500000046,1916.7367000000038,
689.4215200000046,1900.2177000000038,
691.5855900000047,1883.6888000000038,
693.7496600000047,1867.1598000000038,
695.9124300000047,1850.6408000000038,
698.0765000000048,1834.1119000000037,
700.2405700000048,1817.5829000000037,
702.4033400000048,1801.0639000000037,
704.5674100000049,1784.5350000000037,
706.7314800000049,1768.0060000000037,
708.894250000005,1751.4870000000037,
711.058320000005,1734.9581000000037,
713.222390000005,1718.4292000000037,
715.385160000005,1701.9101000000037,
717.5492300000051,1685.3812000000037,
719.7133000000051,1668.8523000000037,
721.8760700000051,1652.3332000000037,
724.0401400000052,1635.8043000000036,
726.2042100000052,1619.2754000000036,
728.3669800000052,1602.7564000000036,
730.5310500000053,1586.2274000000036,
732.6951200000053,1569.6985000000036,
734.8578900000053,1553.1795000000036,
737.0219600000054,1536.6505000000036,
739.1860300000054,1520.1216000000036,
741.3501000000055,1503.5927000000036,
743.5128700000055,1487.0736000000036,
745.6769400000055,1470.5447000000036,
747.8410100000056,1454.0158000000035,
729.7341900000056,1463.9559000000036,
719.5956000000056,1477.1883000000037,
709.4630300000056,1490.4129000000037,
699.3244400000056,1503.6453000000038,
689.1858500000055,1516.8777000000039,
679.0472100000055,1530.110200000004,
668.9147000000055,1543.334700000004,
658.7761100000055,1556.567100000004,
648.6374700000055,1569.7996000000041,
638.5049600000054,1583.0241000000042,
628.3663700000054,1596.2565000000043,
618.2277800000054,1609.4889000000044,
608.0952100000054,1622.7135000000044,
597.9566200000054,1635.9459000000045,
587.8180300000054,1649.1783000000046,
577.6854700000054,1662.4029000000046,
567.5468800000053,1675.6353000000047,
557.4082900000053,1688.8677000000048,
547.2757800000053,1702.0922000000048,
537.1371400000053,1715.324700000005,
526.9985500000053,1728.557100000005,
516.8660400000052,1741.781600000005,
506.7274000000052,1755.014100000005,
496.5888100000052,1768.2465000000052,
486.4562900000052,1781.4710000000052,
476.3176500000052,1794.7035000000053,
466.17906000000517,1807.9359000000054,
456.04655000000514,1821.1604000000054,
445.90791000000513,1834.3929000000055,
435.7693200000051,1847.6253000000056,
425.6368100000051,1860.8498000000056,
415.49822000000506,1874.0822000000057,
405.35958000000505,1887.3147000000058,
395.22706000000505,1900.5392000000058,
385.08847000000503,1913.771600000006,
374.949830000005,1927.004100000006,
364.811240000005,1940.2365000000061,
354.678730000005,1953.4610000000062,
344.54009000000497,1966.6935000000062,
334.40150000000494,1979.9259000000063,
324.2689900000049,1993.1504000000064,
314.1303500000049,2006.3829000000064,
303.9917600000049,2019.6153000000065,
293.8592400000049,2032.8398000000066,
283.7206600000049,2046.0722000000067,
273.5820200000049,2059.3047000000065,
263.4495000000049,2072.5292000000063,
253.3109100000049,2085.761600000006,
243.1722800000049,2098.9941000000063,
233.0397600000049,2112.218600000006,
222.9011700000049,2125.451000000006,
212.7625300000049,2138.683500000006,
202.6300200000049,2151.908000000006,
192.4914300000049,2165.1404000000057,
182.3527900000049,2178.3729000000058,
172.2202700000049,2191.5974000000056,
162.0816800000049,2204.8298000000054,
151.9430900000049,2218.0622000000053,
141.8105300000049,2231.2868000000053,
131.6719400000049,2244.519200000005,
121.5394300000049,2257.743700000005,
111.4007900000049,2270.976200000005,
101.2622000000049,2284.208600000005,
91.1236080000049,2297.441000000005,
80.99109400000489,2310.6655000000046,
70.8524550000049,2323.8980000000047,
60.719941000004894,2337.1225000000045,
50.581351000004894,2350.3549000000044,
40.442712000004896,2363.5874000000044,
30.310198000004895,2376.8119000000042,
20.171608000004895,2390.044300000004,
10.032969000004895,2403.276800000004,
6.491613100004895,1535.9284000000043,
23.007508000004893,1533.7421000000043,
39.533302000004895,1531.5544000000043,
56.059193000004896,1529.3667000000044,
72.5750870000049,1527.1804000000043,
89.1008810000049,1524.9927000000043,
105.62677000000491,1522.8050000000044,
122.14267000000491,1520.6187000000043,
138.66846000000493,1518.4310000000044,
155.19435000000493,1516.2433000000044,
171.72015000000494,1514.0557000000044,
188.23604000000495,1511.8693000000044,
204.76193000000495,1509.6816000000044,
221.28772000000495,1507.4939000000045,
237.80362000000494,1505.3076000000044,
254.32941000000494,1503.1199000000045,
270.85530000000495,1500.9322000000045,
287.37120000000493,1498.7459000000044,
303.89699000000496,1496.5582000000045,
320.42288000000497,1494.3705000000045,
336.93878000000495,1492.1842000000045,
353.464570000005,1489.9965000000045,
369.990460000005,1487.8088000000046,
386.506360000005,1485.6225000000045,
403.032150000005,1483.4348000000045,
419.558040000005,1481.2471000000046,
436.073940000005,1479.0608000000045,
452.599730000005,1476.8731000000046,
469.12552000000505,1474.6854000000046,
485.6415200000051,1472.4990000000046,
502.16731000000505,1470.3114000000046,
518.6931000000051,1468.1237000000046,
535.2090900000051,1465.9373000000046,
551.7348900000051,1463.7497000000046,
568.2606800000051,1461.5620000000047,
584.7765800000051,1459.3757000000046,
601.3024700000051,1457.1880000000046,
617.8282600000051,1455.0003000000047,
634.3441600000051,1452.8139000000047,
650.8700500000051,1450.6263000000047,
667.3958400000051,1448.4386000000047,
683.9216300000052,1446.2509000000048,
700.4376300000051,1444.0646000000047,
716.9634200000052,1441.8769000000048,
733.4892100000052,1439.6892000000048,
719.2014500000051,1424.772100000005,
703.7958700000052,1418.4037000000048,
688.3994100000051,1412.039200000005,
672.9938200000051,1405.6709000000048,
657.5882300000052,1399.3025000000048,
642.1825400000051,1392.9342000000047,
626.7861800000052,1386.5697000000048,
611.3805900000052,1380.2014000000047,
595.9749100000053,1373.8330000000046,
580.5785400000052,1367.4685000000047,
565.1729500000052,1361.1002000000046,
549.7673700000053,1354.7319000000045,
534.3709100000052,1348.3673000000044,
518.9653200000052,1341.9990000000043,
503.55973000000523,1335.6307000000043,
488.16327000000524,1329.2661000000041,
472.7576800000052,1322.897800000004,
457.3520900000052,1316.529500000004,
441.9557300000052,1310.165000000004,
426.5500400000052,1303.796600000004,
411.1444500000052,1297.428300000004,
395.74809000000516,1291.063800000004,
380.34241000000515,1284.695400000004,
364.9368200000051,1278.3271000000038,
349.54045000000514,1271.962600000004,
334.1347700000051,1265.5943000000038,
318.7291800000051,1259.2259000000038,
303.3328200000051,1252.8614000000039,
287.9271300000051,1246.4931000000038,
272.5215400000051,1240.1248000000037,
9.1282871,869.853,
22.360785999999997,879.99164,
35.593199,890.13023,
48.817687,900.26274,
62.050186,910.40138,
75.282598,920.53997,
88.507082,930.67249,
101.73958999999999,940.8111200000001,
114.972,950.9497100000001,
128.19648999999998,961.0822300000001,
141.42898999999997,971.2208700000001,
154.66139999999996,981.3594500000002,
167.88588999999996,991.4919700000002,
181.11829999999995,1001.6306000000002,
194.35079999999994,1011.7692000000002,
207.57528999999994,1021.9017000000002,
220.80769999999993,1032.0403000000003,
234.0401999999999,1042.1789000000003,
247.26468999999992,1052.3115000000003,
260.49709999999993,1062.4500000000003,
273.72959999999995,1072.5887000000002,
286.96200999999996,1082.7273000000002,
300.18649999999997,1092.8598000000002,
313.419,1102.9984000000002,
326.65141,1113.1370000000002,
339.8759,1123.2695,
353.10831,1133.4081,
366.34081000000003,1143.5468,
379.56530000000004,1153.6793,
392.79771000000005,1163.8179,
406.03021000000007,1173.9565,
419.25470000000007,1184.089,
432.4871100000001,1194.2276,
445.7196100000001,1204.3662,
458.9441000000001,1214.4987999999998,
472.1765100000001,1224.6372999999999,
485.40901000000014,1234.7759999999998,
498.63350000000014,1244.9084999999998,
511.86591000000016,1255.0470999999998,
525.0983200000002,1265.1856999999998,
538.3229000000001,1275.3181999999997,
551.5553100000001,1285.4567999999997,
564.78772,1295.5953999999997,
578.0123,1305.7279999999996,
591.2447099999999,1315.8665999999996,
604.4771199999999,1326.0051999999996,
617.7016099999998,1336.1376999999995,
630.9341099999998,1346.2762999999995,
644.1665199999998,1356.4148999999995,
657.3910099999997,1366.5473999999995,
670.6235099999997,1376.6860999999994,
683.8559199999996,1386.8246999999994,
697.0883299999996,1396.9631999999995,
710.3129099999995,1407.0957999999994,
732.0722499999995,1409.4083999999993,
723.1054499999995,1395.3554999999994,
714.1439499999994,1381.3108999999995,
705.1771599999995,1367.2579999999996,
696.2103599999995,1353.2050999999997,
687.2434999999995,1339.1520999999996,
678.2820599999994,1325.1075999999996,
669.3152699999995,1311.0546999999997,
660.3483999999995,1297.0016999999996,
651.3869699999996,1282.9571999999996,
642.4201699999995,1268.9042999999997,
633.4533799999996,1254.8513999999998,
624.4918799999996,1240.8068999999998,
615.5250799999995,1226.754,
606.5582799999995,1212.7009999999998,
597.5967899999995,1198.6564999999998,
588.6299899999995,1184.6036,
579.6631899999994,1170.5507,
570.7017599999995,1156.5062,
561.7348999999995,1142.4532,
552.7680999999994,1128.4003,
543.8066699999995,1114.3558,
534.8398099999995,1100.3028,
525.8730099999995,1086.2499,
516.9115799999995,1072.2054,
507.9447199999995,1058.1524,
498.97791999999953,1044.0995,
490.0164899999995,1030.055,
481.0496299999995,1016.0020000000001,
472.08282999999955,1001.9491,
463.12139999999954,987.90463,
454.15459999999956,973.85172,
445.18773999999956,959.79873,
436.22630999999956,945.75424,
427.2595099999996,931.70133,
418.29263999999955,917.6483499999999,
409.32584999999955,903.5954399999999,
400.36441999999954,889.55095,
391.39754999999957,875.4979599999999,
382.4307499999996,861.4450499999999,
373.4693199999996,847.4005599999999,
364.5024599999996,833.3475799999999,
355.5356599999996,819.2946699999999,
346.5742299999996,805.2501799999999,
337.6074299999996,791.1972699999999,
328.6405699999996,777.1442799999999,
319.6791399999996,763.0997899999999,
310.71233999999964,749.0468799999999,
301.7454699999996,734.9938999999998,
292.78404999999964,720.9494099999998,
283.81724999999966,706.8964999999998,
274.85038999999966,692.8435099999998,
265.88895999999966,678.7990199999998,
256.9221599999997,664.7461099999998,
247.95529999999968,650.6931299999998,
238.99386999999967,636.6486399999998,
230.02706999999967,622.5957299999998,
221.06026999999966,608.5428199999998,
212.09876999999966,594.4982499999998,
203.13197999999966,580.4453399999998,
194.17054999999965,566.4008499999998,
185.20367999999965,552.3478599999997,
176.23688999999965,538.2949599999997,
167.27008999999964,524.2420499999997,
158.30865999999963,510.1975599999997,
149.34178999999963,496.1445699999997,
140.38035999999963,482.1000799999997,
131.41355999999962,468.0471699999997,
122.44669999999962,453.9941799999997,
113.48526999999962,439.9496899999997,
104.51846999999961,425.89678999999967,
95.551611,411.8438,
86.59018,397.79931,
77.623382,383.7464,
68.656519,369.69341,
59.695088,355.64892,
50.72829,341.59601,
41.761492,327.54311,
32.799997,313.49854,
23.833199,299.44563,
14.8664,285.39272,
561.89655,16.57170100000002,
564.0829,33.08759600000002,
566.27057,49.613390000000024,
568.4582300000001,66.13918400000003,
570.6446100000001,82.65517500000003,
572.8322700000001,99.18096900000003,
575.0199400000001,115.70676000000003,
577.2063200000001,132.22275000000002,
579.3939800000002,148.74855000000002,
581.5816500000002,165.27434000000002,
583.7680000000001,181.79024,
585.9556900000001,198.31613000000002,
588.1433500000002,214.84192000000002,
590.3297100000002,231.35782,
592.5174000000002,247.88371,
594.7050600000002,264.4095,
596.8914200000003,280.92539999999997,
599.0791100000002,297.45129,
601.2667700000003,313.97708,
603.4531300000003,330.49297,
605.6408200000003,347.01887,
607.8271700000003,363.53476,
610.0148400000003,380.06055000000003,
612.2025000000003,396.58635000000004,
614.3901900000003,413.11224000000004,
616.5765400000003,429.62813000000006,
618.7642100000003,446.15393000000006,
620.9505900000003,462.66992000000005,
623.1382500000003,479.1957100000001,
625.3259200000003,495.7215100000001,
627.5122700000003,512.2374000000001,
629.6999600000003,528.7632900000001,
631.8876200000003,545.2890900000001,
634.0739800000003,561.8049800000001,
636.2616700000003,578.3308700000001,
638.4493300000004,594.8566600000001,
640.6356800000003,611.3725600000001,
642.8233800000003,627.8984500000001,
